Kasımda aylık bazda: 1 defa bulunmaktadır
işbirliğiyle oluşturulan geçici: 1 defa bulunmaktadır
oluşturulan geçici dış: 1 defa bulunmaktadır
geçici dış ticaret: 1 defa bulunmaktadır
dış ticaret verilerine: 1 defa bulunmaktadır
ticaret verilerine göre: 1 defa bulunmaktadır
verilerine göre 2012: 1 defa bulunmaktadır
göre 2012 yılı: 1 defa bulunmaktadır
2012 yılı Kasım: 2 defa bulunmaktadır
yılı Kasım ayında,: 1 defa bulunmaktadır
Kasım ayında, 2011: 1 defa bulunmaktadır
ayında, 2011 yılının: 1 defa bulunmaktadır
2011 yılının aynı: 2 defa bulunmaktadır
yılının aynı ayına: 2 defa bulunmaktadır
aynı ayına göre: 4 defa bulunmaktadır
ayına göre ihracat: 2 defa bulunmaktadır
göre ihracat yüzde: 2 defa bulunmaktadır
ihracat yüzde 24,8: 2 defa bulunmaktadır
yüzde 24,8 artarak: 2 defa bulunmaktadır
24,8 artarak 13: 1 defa bulunmaktadır
artarak 13 milyar: 1 defa bulunmaktadır
13 milyar 829: 1 defa bulunmaktadır
milyar 829 milyon: 1 defa bulunmaktadır
829 milyon dolar,: 1 defa bulunmaktadır
milyon dolar, ithalat: 1 defa bulunmaktadır
dolar, ithalat yüzde: 1 defa bulunmaktadır
ithalat yüzde 12,5: 1 defa bulunmaktadır
yüzde 12,5 artarak: 2 defa bulunmaktadır
12,5 artarak 20: 1 defa bulunmaktadır
artarak 20 milyar: 1 defa bulunmaktadır
20 milyar 986: 1 defa bulunmaktadır
milyar 986 milyon: 1 defa bulunmaktadır
986 milyon dolar: 1 defa bulunmaktadır
milyon dolar olarak: 3 defa bulunmaktadır
dolar olarak gerçekleşti.: 3 defa bulunmaktadır
olarak gerçekleşti. Aynı: 1 defa bulunmaktadır
gerçekleşti. Aynı dönemde: 1 defa bulunmaktadır
Aynı dönemde dış: 1 defa bulunmaktadır
dönemde dış ticaret: 1 defa bulunmaktadır
dış ticaret açığı: 1 defa bulunmaktadır
ticaret açığı 7: 1 defa bulunmaktadır
açığı 7 milyar: 1 defa bulunmaktadır
7 milyar 571: 1 defa bulunmaktadır
milyar 571 milyon: 1 defa bulunmaktadır
571 milyon dolardan: 1 defa bulunmaktadır
milyon dolardan 7: 1 defa bulunmaktadır
dolardan 7 milyar: 1 defa bulunmaktadır
7 milyar 158: 1 defa bulunmaktadır
milyar 158 milyon: 1 defa bulunmaktadır
158 milyon dolara: 1 defa bulunmaktadır
milyon dolara geriledi.: 1 defa bulunmaktadır
dolara geriledi. Takvim: 1 defa bulunmaktadır
geriledi. Takvim etkilerinden: 1 defa bulunmaktadır
Takvim etkilerinden arındırılmış: 1 defa bulunmaktadır
etkilerinden arındırılmış seriye: 2 defa bulunmaktadır
arındırılmış seriye göre;: 1 defa bulunmaktadır
seriye göre; 2012: 1 defa bulunmaktadır
göre; 2012 yılı: 1 defa bulunmaktadır
2012 yılı Kasım: 2 defa bulunmaktadır
yılı Kasım ayında: 1 defa bulunmaktadır
Kasım ayında önceki: 1 defa bulunmaktadır
ayında önceki yılın: 1 defa bulunmaktadır
önceki yılın aynı: 1 defa bulunmaktadır
yılın aynı ayına: 2 defa bulunmaktadır
aynı ayına göre: 4 defa bulunmaktadır
ayına göre ihracat: 2 defa bulunmaktadır
göre ihracat yüzde13,1: 1 defa bulunmaktadır
ihracat yüzde13,1 artarken,: 1 defa bulunmaktadır
yüzde13,1 artarken, ithalat: 1 defa bulunmaktadır
artarken, ithalat yüzde: 1 defa bulunmaktadır
ithalat yüzde 0,3: 1 defa bulunmaktadır
yüzde 0,3 azaldı.: 1 defa bulunmaktadır
0,3 azaldı. Mevsim: 1 defa bulunmaktadır
azaldı. Mevsim ve: 1 defa bulunmaktadır
Mevsim ve takvim: 1 defa bulunmaktadır
ve takvim etkilerinden: 1 defa bulunmaktadır
takvim etkilerinden arındırılmış: 1 defa bulunmaktadır
etkilerinden arındırılmış seriye: 2 defa bulunmaktadır
arındırılmış seriye göre: 1 defa bulunmaktadır
seriye göre ise;: 1 defa bulunmaktadır
göre ise; 2012: 1 defa bulunmaktadır
ise; 2012 Kasım: 1 defa bulunmaktadır
2012 Kasım ayında: 5 defa bulunmaktadır
Kasım ayında bir: 1 defa bulunmaktadır
ayında bir önceki: 1 defa bulunmaktadır
bir önceki aya: 1 defa bulunmaktadır
önceki aya göre: 1 defa bulunmaktadır
aya göre ihracat: 1 defa bulunmaktadır
göre ihracat yüzde: 2 defa bulunmaktadır
ihracat yüzde 2,5: 1 defa bulunmaktadır
yüzde 2,5 azalırken,: 1 defa bulunmaktadır
2,5 azalırken, ithalat: 1 defa bulunmaktadır
azalırken, ithalat yüzde: 1 defa bulunmaktadır
ithalat yüzde 0,7: 1 defa bulunmaktadır
yüzde 0,7 arttı.: 1 defa bulunmaktadır
0,7 arttı. 2011: 1 defa bulunmaktadır
arttı. 2011 Kasım: 1 defa bulunmaktadır
2011 Kasım ayında: 2 defa bulunmaktadır
Kasım ayında yüzde: 4 defa bulunmaktadır
ayında yüzde 59,4: 1 defa bulunmaktadır
yüzde 59,4 olan: 1 defa bulunmaktadır
59,4 olan ihracatın: 1 defa bulunmaktadır
olan ihracatın ithalatı: 1 defa bulunmaktadır
ihracatın ithalatı karşılama: 1 defa bulunmaktadır
ithalatı karşılama oranı,: 1 defa bulunmaktadır
karşılama oranı, 2012: 1 defa bulunmaktadır
oranı, 2012 Kasım: 1 defa bulunmaktadır
2012 Kasım ayında: 5 defa bulunmaktadır
Kasım ayında yüzde: 4 defa bulunmaktadır
ayında yüzde 65,9’a: 1 defa bulunmaktadır
yüzde 65,9’a yükseldi.: 1 defa bulunmaktadır
65,9’a yükseldi.  : 1 defa bulunmaktadır
yükseldi.   AVRUPA: 1 defa bulunmaktadır
  AVRUPA BİRLİĞİ’NE: 1 defa bulunmaktadır
AVRUPA BİRLİĞİ’NE İHRACAT: 1 defa bulunmaktadır
BİRLİĞİ’NE İHRACAT YÜZDE: 1 defa bulunmaktadır
İHRACAT YÜZDE 17,8: 1 defa bulunmaktadır
YÜZDE 17,8 ARTTI: 1 defa bulunmaktadır
17,8 ARTTI 2011: 1 defa bulunmaktadır
ARTTI 2011 Kasım: 1 defa bulunmaktadır
2011 Kasım ayında: 2 defa bulunmaktadır
Kasım ayında yüzde: 4 defa bulunmaktadır
ayında yüzde 44,6: 1 defa bulunmaktadır
yüzde 44,6 olan: 1 defa bulunmaktadır
44,6 olan Avrupa: 1 defa bulunmaktadır
olan Avrupa Birliği’nin: 1 defa bulunmaktadır
Avrupa Birliği’nin ihracattaki: 1 defa bulunmaktadır
Birliği’nin ihracattaki payı,: 1 defa bulunmaktadır
ihracattaki payı, 2012: 1 defa bulunmaktadır
payı, 2012 Kasım: 1 defa bulunmaktadır
2012 Kasım ayında: 5 defa bulunmaktadır
Kasım ayında yüzde: 4 defa bulunmaktadır
ayında yüzde 42,1’e: 1 defa bulunmaktadır
yüzde 42,1’e geriledi.: 1 defa bulunmaktadır
42,1’e geriledi. AB’ye: 1 defa bulunmaktadır
geriledi. AB’ye yapılan: 1 defa bulunmaktadır
AB’ye yapılan ihracat,: 1 defa bulunmaktadır
yapılan ihracat, 2011: 1 defa bulunmaktadır
ihracat, 2011 yılının: 1 defa bulunmaktadır
2011 yılının aynı: 2 defa bulunmaktadır
yılının aynı ayına: 2 defa bulunmaktadır
aynı ayına göre: 4 defa bulunmaktadır
ayına göre yüzde: 3 defa bulunmaktadır
göre yüzde 17,8: 1 defa bulunmaktadır
yüzde 17,8 artarak: 1 defa bulunmaktadır
17,8 artarak 5: 1 defa bulunmaktadır
artarak 5 milyar: 1 defa bulunmaktadır
5 milyar 816: 1 defa bulunmaktadır
milyar 816 milyon: 1 defa bulunmaktadır
816 milyon dolar: 1 defa bulunmaktadır
milyon dolar olarak: 3 defa bulunmaktadır
dolar olarak gerçekleşti.: 3 defa bulunmaktadır
olarak gerçekleşti. 2012: 1 defa bulunmaktadır
gerçekleşti. 2012 Kasım: 1 defa bulunmaktadır
2012 Kasım ayında: 5 defa bulunmaktadır
Kasım ayında en: 2 defa bulunmaktadır
ayında en fazla: 1 defa bulunmaktadır
en fazla ihracat: 1 defa bulunmaktadır
fazla ihracat yapılan: 1 defa bulunmaktadır
ihracat yapılan ülke: 1 defa bulunmaktadır
yapılan ülke Almanya: 1 defa bulunmaktadır
ülke Almanya oldu.: 1 defa bulunmaktadır
Almanya oldu. Bu: 1 defa bulunmaktadır
oldu. Bu ülkeye: 1 defa bulunmaktadır
Bu ülkeye yapılan: 1 defa bulunmaktadır
ülkeye yapılan ihracat: 1 defa bulunmaktadır
yapılan ihracat 2011: 1 defa bulunmaktadır
ihracat 2011 yılı: 1 defa bulunmaktadır
2011 yılı Kasım: 1 defa bulunmaktadır
yılı Kasım ayına: 1 defa bulunmaktadır
Kasım ayına göre: 1 defa bulunmaktadır
ayına göre yüzde: 3 defa bulunmaktadır
göre yüzde 11,1: 1 defa bulunmaktadır
yüzde 11,1 artarak: 1 defa bulunmaktadır
11,1 artarak 1: 1 defa bulunmaktadır
artarak 1 milyar: 1 defa bulunmaktadır
1 milyar 219: 1 defa bulunmaktadır
milyar 219 milyon: 1 defa bulunmaktadır
219 milyon dolar: 1 defa bulunmaktadır
milyon dolar olurken;: 1 defa bulunmaktadır
dolar olurken; Almanya’yı: 1 defa bulunmaktadır
olurken; Almanya’yı sırasıyla: 1 defa bulunmaktadır
Almanya’yı sırasıyla Irak: 1 defa bulunmaktadır
sırasıyla Irak (1: 1 defa bulunmaktadır
Irak (1 milyar: 1 defa bulunmaktadır
(1 milyar 94: 1 defa bulunmaktadır
milyar 94 milyon: 1 defa bulunmaktadır
94 milyon dolar),: 1 defa bulunmaktadır
milyon dolar), İngiltere: 1 defa bulunmaktadır
dolar), İngiltere (939: 1 defa bulunmaktadır
İngiltere (939 milyon: 1 defa bulunmaktadır
(939 milyon dolar): 1 defa bulunmaktadır
milyon dolar) ve: 4 defa bulunmaktadır
dolar) ve BAE: 1 defa bulunmaktadır
ve BAE (813: 1 defa bulunmaktadır
BAE (813 milyon: 1 defa bulunmaktadır
(813 milyon dolar): 1 defa bulunmaktadır
milyon dolar) takip: 1 defa bulunmaktadır
dolar) takip etti.: 1 defa bulunmaktadır
takip etti. Rusya: 1 defa bulunmaktadır
etti. Rusya Federasyonu: 1 defa bulunmaktadır
Rusya Federasyonu ithalatta: 1 defa bulunmaktadır
Federasyonu ithalatta ilk: 1 defa bulunmaktadır
ithalatta ilk sırada: 1 defa bulunmaktadır
ilk sırada yer: 1 defa bulunmaktadır
sırada yer aldı.: 2 defa bulunmaktadır
yer aldı. Rusya'dan: 1 defa bulunmaktadır
aldı. Rusya'dan yapılan: 1 defa bulunmaktadır
Rusya'dan yapılan ithalat: 1 defa bulunmaktadır
yapılan ithalat geçen: 1 defa bulunmaktadır
ithalat geçen yılın: 1 defa bulunmaktadır
geçen yılın aynı: 1 defa bulunmaktadır
yılın aynı ayına: 2 defa bulunmaktadır
aynı ayına göre: 4 defa bulunmaktadır
ayına göre yüzde: 3 defa bulunmaktadır
göre yüzde 4,3: 1 defa bulunmaktadır
yüzde 4,3 azalarak: 1 defa bulunmaktadır
4,3 azalarak 2: 1 defa bulunmaktadır
azalarak 2 milyar: 1 defa bulunmaktadır
2 milyar 270: 1 defa bulunmaktadır
milyar 270 milyon: 1 defa bulunmaktadır
270 milyon dolar: 1 defa bulunmaktadır
milyon dolar olarak: 3 defa bulunmaktadır
dolar olarak gerçekleşti.: 3 defa bulunmaktadır
olarak gerçekleşti. Rusya: 1 defa bulunmaktadır
gerçekleşti. Rusya Federasyonu’nu: 1 defa bulunmaktadır
Rusya Federasyonu’nu sırasıyla: 1 defa bulunmaktadır
Federasyonu’nu sırasıyla Çin: 1 defa bulunmaktadır
sırasıyla Çin (2: 1 defa bulunmaktadır
Çin (2 milyar: 1 defa bulunmaktadır
(2 milyar 97: 1 defa bulunmaktadır
milyar 97 milyon: 1 defa bulunmaktadır
97 milyon dolar),: 1 defa bulunmaktadır
milyon dolar), Almanya: 1 defa bulunmaktadır
dolar), Almanya (2: 1 defa bulunmaktadır
Almanya (2 milyar: 1 defa bulunmaktadır
(2 milyar 10: 1 defa bulunmaktadır
milyar 10 milyon: 1 defa bulunmaktadır
10 milyon dolar): 1 defa bulunmaktadır
milyon dolar) ve: 4 defa bulunmaktadır
dolar) ve İtalya: 1 defa bulunmaktadır
ve İtalya (1: 1 defa bulunmaktadır
İtalya (1 milyar: 1 defa bulunmaktadır
(1 milyar 202: 1 defa bulunmaktadır
milyar 202 milyon: 1 defa bulunmaktadır
202 milyon dolar): 1 defa bulunmaktadır
milyon dolar) izledi.: 3 defa bulunmaktadır
dolar) izledi. 2012: 1 defa bulunmaktadır
izledi. 2012 Kasım: 1 defa bulunmaktadır
2012 Kasım ayında: 5 defa bulunmaktadır
Kasım ayında fasıllar: 1 defa bulunmaktadır
ayında fasıllar düzeyinde: 1 defa bulunmaktadır
fasıllar düzeyinde en: 1 defa bulunmaktadır
düzeyinde en büyük: 1 defa bulunmaktadır
en büyük ihracat: 2 defa bulunmaktadır
büyük ihracat kalemi,: 1 defa bulunmaktadır
ihracat kalemi, 'motorlu: 1 defa bulunmaktadır
kalemi, 'motorlu kara: 1 defa bulunmaktadır
'motorlu kara taşıtları: 1 defa bulunmaktadır
kara taşıtları ve: 1 defa bulunmaktadır
taşıtları ve aksam: 1 defa bulunmaktadır
ve aksam parçaları': 1 defa bulunmaktadır
aksam parçaları' (1: 1 defa bulunmaktadır
parçaları' (1 milyar: 2 defa bulunmaktadır
(1 milyar 354: 1 defa bulunmaktadır
milyar 354 milyon: 1 defa bulunmaktadır
354 milyon dolar): 1 defa bulunmaktadır
milyon dolar) olurken,: 1 defa bulunmaktadır
dolar) olurken, bu: 1 defa bulunmaktadır
olurken, bu fasılı: 1 defa bulunmaktadır
bu fasılı 'kıymetli: 1 defa bulunmaktadır
fasılı 'kıymetli taşlar: 1 defa bulunmaktadır
'kıymetli taşlar ve: 1 defa bulunmaktadır
taşlar ve metaller': 1 defa bulunmaktadır
ve metaller' (1: 1 defa bulunmaktadır
metaller' (1 milyar: 1 defa bulunmaktadır
(1 milyar 201: 1 defa bulunmaktadır
milyar 201 milyon: 1 defa bulunmaktadır
201 milyon dolar),: 1 defa bulunmaktadır
milyon dolar), 'kazanlar,: 1 defa bulunmaktadır
dolar), 'kazanlar, makinalar,: 1 defa bulunmaktadır
'kazanlar, makinalar, mekanik: 2 defa bulunmaktadır
makinalar, mekanik cihazlar: 2 defa bulunmaktadır
mekanik cihazlar ve: 2 defa bulunmaktadır
cihazlar ve aletler,: 2 defa bulunmaktadır
ve aletler, bunların: 2 defa bulunmaktadır
aletler, bunların aksam: 2 defa bulunmaktadır
bunların aksam ve: 2 defa bulunmaktadır
aksam ve parçaları': 2 defa bulunmaktadır
ve parçaları' (1: 1 defa bulunmaktadır
parçaları' (1 milyar: 2 defa bulunmaktadır
(1 milyar 140: 1 defa bulunmaktadır
milyar 140 milyon: 1 defa bulunmaktadır
140 milyon dolar): 1 defa bulunmaktadır
milyon dolar) ve: 4 defa bulunmaktadır
dolar) ve 'elektrikli: 1 defa bulunmaktadır
ve 'elektrikli makina: 1 defa bulunmaktadır
'elektrikli makina ve: 2 defa bulunmaktadır
makina ve cihazlar': 2 defa bulunmaktadır
ve cihazlar' (887: 1 defa bulunmaktadır
cihazlar' (887 milyon: 1 defa bulunmaktadır
(887 milyon dolar): 1 defa bulunmaktadır
milyon dolar) izledi.: 3 defa bulunmaktadır
dolar) izledi. Kasım: 1 defa bulunmaktadır
izledi. Kasım ayında;: 1 defa bulunmaktadır
Kasım ayında; en: 1 defa bulunmaktadır
ayında; en yüksek: 1 defa bulunmaktadır
en yüksek ithalatı: 1 defa bulunmaktadır
yüksek ithalatı olan: 1 defa bulunmaktadır
ithalatı olan fasıl: 1 defa bulunmaktadır
olan fasıl 'mineral: 1 defa bulunmaktadır
fasıl 'mineral yakıtlar: 1 defa bulunmaktadır
'mineral yakıtlar ve: 1 defa bulunmaktadır
yakıtlar ve yağlar': 1 defa bulunmaktadır
ve yağlar' (5: 1 defa bulunmaktadır
yağlar' (5 milyar: 1 defa bulunmaktadır
(5 milyar 330: 1 defa bulunmaktadır
milyar 330 milyon: 1 defa bulunmaktadır
330 milyon dolar): 1 defa bulunmaktadır
milyon dolar) oldu.: 1 defa bulunmaktadır
dolar) oldu. Bu: 1 defa bulunmaktadır
oldu. Bu fasılı;: 1 defa bulunmaktadır
Bu fasılı; 'kazanlar,: 1 defa bulunmaktadır
fasılı; 'kazanlar, makinalar,: 1 defa bulunmaktadır
'kazanlar, makinalar, mekanik: 2 defa bulunmaktadır
makinalar, mekanik cihazlar: 2 defa bulunmaktadır
mekanik cihazlar ve: 2 defa bulunmaktadır
cihazlar ve aletler,: 2 defa bulunmaktadır
ve aletler, bunların: 2 defa bulunmaktadır
aletler, bunların aksam: 2 defa bulunmaktadır
bunların aksam ve: 2 defa bulunmaktadır
aksam ve parçaları': 2 defa bulunmaktadır
ve parçaları' (2: 1 defa bulunmaktadır
parçaları' (2 milyar: 1 defa bulunmaktadır
(2 milyar 469: 1 defa bulunmaktadır
milyar 469 milyon: 1 defa bulunmaktadır
469 milyon dolar),: 1 defa bulunmaktadır
milyon dolar), 'elektrikli: 1 defa bulunmaktadır
dolar), 'elektrikli makina: 1 defa bulunmaktadır
'elektrikli makina ve: 2 defa bulunmaktadır
makina ve cihazlar': 2 defa bulunmaktadır
ve cihazlar' (1: 1 defa bulunmaktadır
cihazlar' (1 milyar: 1 defa bulunmaktadır
(1 milyar 700: 1 defa bulunmaktadır
milyar 700 milyon: 1 defa bulunmaktadır
700 milyon dolar): 1 defa bulunmaktadır
milyon dolar) ve: 4 defa bulunmaktadır
dolar) ve 'demir: 1 defa bulunmaktadır
ve 'demir ve: 1 defa bulunmaktadır
'demir ve çelik': 1 defa bulunmaktadır
ve çelik' (1: 1 defa bulunmaktadır
çelik' (1 milyar: 1 defa bulunmaktadır
(1 milyar 540: 1 defa bulunmaktadır
milyar 540 milyon: 1 defa bulunmaktadır
540 milyon dolar): 1 defa bulunmaktadır
milyon dolar) izledi.: 3 defa bulunmaktadır
dolar) izledi.  : 1 defa bulunmaktadır
