Kupa'da eşleşmeler belli: 1 defa bulunmaktadır
eşit olarak dağıtıldı.: 1 defa bulunmaktadır
olarak dağıtıldı. Gruplar: 1 defa bulunmaktadır
dağıtıldı. Gruplar şöyle: 1 defa bulunmaktadır
Gruplar şöyle oldu:: 1 defa bulunmaktadır
şöyle oldu: A: 1 defa bulunmaktadır
oldu: A Grubu:: 1 defa bulunmaktadır
A Grubu: Fenerbahçe,: 1 defa bulunmaktadır
Grubu: Fenerbahçe, Bursaspor,: 1 defa bulunmaktadır
Fenerbahçe, Bursaspor, 1461: 1 defa bulunmaktadır
Bursaspor, 1461 Trabzon,: 1 defa bulunmaktadır
1461 Trabzon, Sivasspor: 1 defa bulunmaktadır
Trabzon, Sivasspor B: 1 defa bulunmaktadır
Sivasspor B Grubu:: 1 defa bulunmaktadır
B Grubu: Trabzonspor,: 1 defa bulunmaktadır
Grubu: Trabzonspor, Eskişehirspor,: 1 defa bulunmaktadır
Trabzonspor, Eskişehirspor, Medical: 1 defa bulunmaktadır
Eskişehirspor, Medical Park: 1 defa bulunmaktadır
Medical Park Antalyaspor,: 1 defa bulunmaktadır
Park Antalyaspor, Mersin: 1 defa bulunmaktadır
Antalyaspor, Mersin İdman: 1 defa bulunmaktadır
Mersin İdman Yurdu: 8 defa bulunmaktadır
İdman Yurdu GRUPLARIN: 1 defa bulunmaktadır
Yurdu GRUPLARIN MAÇ: 1 defa bulunmaktadır
GRUPLARIN MAÇ TARİHLERİ: 1 defa bulunmaktadır
MAÇ TARİHLERİ A: 1 defa bulunmaktadır
TARİHLERİ A ve: 1 defa bulunmaktadır
A ve B: 2 defa bulunmaktadır
ve B olmak: 1 defa bulunmaktadır
B olmak üzere: 1 defa bulunmaktadır
olmak üzere iki: 1 defa bulunmaktadır
üzere iki grupta: 1 defa bulunmaktadır
iki grupta yapılacak: 1 defa bulunmaktadır
grupta yapılacak müsabakaların: 1 defa bulunmaktadır
yapılacak müsabakaların taripleri: 1 defa bulunmaktadır
müsabakaların taripleri ise: 1 defa bulunmaktadır
taripleri ise şöyle: 1 defa bulunmaktadır
ise şöyle oluştu:: 1 defa bulunmaktadır
şöyle oluştu: 1.: 1 defa bulunmaktadır
oluştu: 1. maçlar: 1 defa bulunmaktadır
1. maçlar 18-19-20: 1 defa bulunmaktadır
maçlar 18-19-20 Aralık;: 1 defa bulunmaktadır
18-19-20 Aralık; 2.: 1 defa bulunmaktadır
Aralık; 2. maçlar: 1 defa bulunmaktadır
2. maçlar 12-13-14: 1 defa bulunmaktadır
maçlar 12-13-14 Ocak: 1 defa bulunmaktadır
12-13-14 Ocak 2013;: 1 defa bulunmaktadır
Ocak 2013; 3.: 1 defa bulunmaktadır
2013; 3. maçlar: 1 defa bulunmaktadır
3. maçlar 15-16-17: 1 defa bulunmaktadır
maçlar 15-16-17 Ocak;: 1 defa bulunmaktadır
15-16-17 Ocak; 4.: 1 defa bulunmaktadır
Ocak; 4. maçlar: 1 defa bulunmaktadır
4. maçlar 22-23-24: 1 defa bulunmaktadır
maçlar 22-23-24 Ocak;: 1 defa bulunmaktadır
22-23-24 Ocak; 5.: 1 defa bulunmaktadır
Ocak; 5. maçlar: 1 defa bulunmaktadır
5. maçlar 29-30-31: 1 defa bulunmaktadır
maçlar 29-30-31 Ocak: 1 defa bulunmaktadır
29-30-31 Ocak ve: 1 defa bulunmaktadır
Ocak ve son: 1 defa bulunmaktadır
ve son maçlar: 1 defa bulunmaktadır
son maçlar 26-27-28: 1 defa bulunmaktadır
maçlar 26-27-28 Şubat: 1 defa bulunmaktadır
26-27-28 Şubat tarihleri: 1 defa bulunmaktadır
Şubat tarihleri arasından: 1 defa bulunmaktadır
tarihleri arasından belirlenecek: 1 defa bulunmaktadır
arasından belirlenecek günlerde: 1 defa bulunmaktadır
belirlenecek günlerde yapılacak.: 1 defa bulunmaktadır
günlerde yapılacak. Grup: 1 defa bulunmaktadır
yapılacak. Grup müsabakaları: 1 defa bulunmaktadır
Grup müsabakaları sonucu: 1 defa bulunmaktadır
müsabakaları sonucu gruplarında: 1 defa bulunmaktadır
sonucu gruplarında ilk: 1 defa bulunmaktadır
gruplarında ilk iki: 1 defa bulunmaktadır
ilk iki sırayı: 1 defa bulunmaktadır
iki sırayı alacak: 1 defa bulunmaktadır
sırayı alacak toplam: 1 defa bulunmaktadır
alacak toplam 4: 1 defa bulunmaktadır
toplam 4 takım,: 1 defa bulunmaktadır
4 takım, yarı: 1 defa bulunmaktadır
takım, yarı final: 1 defa bulunmaktadır
yarı final müsabakaları: 1 defa bulunmaktadır
final müsabakaları oynamaya: 1 defa bulunmaktadır
müsabakaları oynamaya hak: 1 defa bulunmaktadır
oynamaya hak kazanacak.: 1 defa bulunmaktadır
hak kazanacak. Yarı: 1 defa bulunmaktadır
kazanacak. Yarı final: 1 defa bulunmaktadır
Yarı final eşleşmeleri: 1 defa bulunmaktadır
final eşleşmeleri ise: 1 defa bulunmaktadır
eşleşmeleri ise çapraz: 1 defa bulunmaktadır
ise çapraz olacak.: 1 defa bulunmaktadır
çapraz olacak. A: 1 defa bulunmaktadır
olacak. A Grubu: 1 defa bulunmaktadır
A Grubu 1.: 1 defa bulunmaktadır
Grubu 1. ile: 1 defa bulunmaktadır
1. ile B: 1 defa bulunmaktadır
ile B Grubu: 1 defa bulunmaktadır
B Grubu 2.: 1 defa bulunmaktadır
Grubu 2. karşılaşacak.: 1 defa bulunmaktadır
2. karşılaşacak. A: 1 defa bulunmaktadır
karşılaşacak. A Grubu'nun: 1 defa bulunmaktadır
A Grubu'nun 2.: 1 defa bulunmaktadır
Grubu'nun 2. ile: 1 defa bulunmaktadır
2. ile de: 1 defa bulunmaktadır
ile de B: 1 defa bulunmaktadır
de B Grubu: 1 defa bulunmaktadır
B Grubu 1.: 1 defa bulunmaktadır
Grubu 1. karşılaşacak.: 1 defa bulunmaktadır
1. karşılaşacak. Yarı: 1 defa bulunmaktadır
karşılaşacak. Yarı final: 1 defa bulunmaktadır
Yarı final maçlarında: 1 defa bulunmaktadır
final maçlarında ilk: 1 defa bulunmaktadır
maçlarında ilk maç: 1 defa bulunmaktadır
ilk maç grubunu: 1 defa bulunmaktadır
maç grubunu ikinci: 1 defa bulunmaktadır
grubunu ikinci sırada: 1 defa bulunmaktadır
ikinci sırada bitiren: 1 defa bulunmaktadır
sırada bitiren takımın: 1 defa bulunmaktadır
bitiren takımın sahasında: 1 defa bulunmaktadır
takımın sahasında oynanacak.: 1 defa bulunmaktadır
sahasında oynanacak. Ziraat: 1 defa bulunmaktadır
oynanacak. Ziraat Türkiye: 1 defa bulunmaktadır
Ziraat Türkiye Kupası: 2 defa bulunmaktadır
Türkiye Kupası yarı: 1 defa bulunmaktadır
Kupası yarı final: 1 defa bulunmaktadır
yarı final ve: 1 defa bulunmaktadır
final ve final: 1 defa bulunmaktadır
ve final karşılaşmalarının: 1 defa bulunmaktadır
final karşılaşmalarının tarihleri: 1 defa bulunmaktadır
karşılaşmalarının tarihleri daha: 1 defa bulunmaktadır
tarihleri daha sonra: 1 defa bulunmaktadır
daha sonra açıklanacak.: 1 defa bulunmaktadır
sonra açıklanacak. GRUPLARIN: 1 defa bulunmaktadır
açıklanacak. GRUPLARIN FİKSTÜRLERİ: 1 defa bulunmaktadır
GRUPLARIN FİKSTÜRLERİ DE: 1 defa bulunmaktadır
FİKSTÜRLERİ DE BELLİ: 1 defa bulunmaktadır
DE BELLİ OLDU: 1 defa bulunmaktadır
BELLİ OLDU A: 1 defa bulunmaktadır
OLDU A GRUBU: 1 defa bulunmaktadır
A GRUBU FİKSTÜRÜ: 1 defa bulunmaktadır
GRUBU FİKSTÜRÜ 1.: 2 defa bulunmaktadır
FİKSTÜRÜ 1. Hafta: 2 defa bulunmaktadır
1. Hafta (18-19-20: 2 defa bulunmaktadır
Hafta (18-19-20 Aralık): 2 defa bulunmaktadır
(18-19-20 Aralık) Bursaspor: 1 defa bulunmaktadır
Aralık) Bursaspor -: 1 defa bulunmaktadır
Bursaspor - 1461: 1 defa bulunmaktadır
- 1461 Trabzon: 3 defa bulunmaktadır
1461 Trabzon Fenerbahçe: 1 defa bulunmaktadır
Trabzon Fenerbahçe -: 1 defa bulunmaktadır
Fenerbahçe - Sivasspor: 1 defa bulunmaktadır
- Sivasspor 2.: 1 defa bulunmaktadır
Sivasspor 2. Hafta: 1 defa bulunmaktadır
2. Hafta (12-13-14: 2 defa bulunmaktadır
Hafta (12-13-14 Ocak: 2 defa bulunmaktadır
(12-13-14 Ocak 2013): 2 defa bulunmaktadır
Ocak 2013) 1461: 2 defa bulunmaktadır
2013) 1461 Trabzon: 2 defa bulunmaktadır
1461 Trabzon -: 3 defa bulunmaktadır
Trabzon - Fenerbahçe: 1 defa bulunmaktadır
- Fenerbahçe Sivasspor: 1 defa bulunmaktadır
Fenerbahçe Sivasspor -: 1 defa bulunmaktadır
Sivasspor - Bursaspor: 1 defa bulunmaktadır
- Bursaspor 3.: 1 defa bulunmaktadır
Bursaspor 3. Hafta: 1 defa bulunmaktadır
3. Hafta (15-16-17: 2 defa bulunmaktadır
Hafta (15-16-17 Ocak: 2 defa bulunmaktadır
(15-16-17 Ocak 2013): 2 defa bulunmaktadır
Ocak 2013) Bursaspor: 1 defa bulunmaktadır
2013) Bursaspor -: 2 defa bulunmaktadır
Bursaspor - Fenerbahçe: 1 defa bulunmaktadır
- Fenerbahçe 1461: 1 defa bulunmaktadır
Fenerbahçe 1461 Trabzon: 1 defa bulunmaktadır
1461 Trabzon -: 3 defa bulunmaktadır
Trabzon - Sivasspor: 1 defa bulunmaktadır
- Sivasspor 4.: 1 defa bulunmaktadır
Sivasspor 4. Hafta: 1 defa bulunmaktadır
4. Hafta (22-23-24: 2 defa bulunmaktadır
Hafta (22-23-24 Ocak: 2 defa bulunmaktadır
(22-23-24 Ocak 2013): 2 defa bulunmaktadır
Ocak 2013) Fenerbahçe: 1 defa bulunmaktadır
2013) Fenerbahçe -: 1 defa bulunmaktadır
Fenerbahçe - Bursaspor: 1 defa bulunmaktadır
- Bursaspor Sivasspor: 2 defa bulunmaktadır
Bursaspor Sivasspor -: 2 defa bulunmaktadır
Sivasspor - 1461: 1 defa bulunmaktadır
- 1461 Trabzon: 3 defa bulunmaktadır
1461 Trabzon 5.: 1 defa bulunmaktadır
Trabzon 5. Hafta: 1 defa bulunmaktadır
5. Hafta (29-30-31: 2 defa bulunmaktadır
Hafta (29-30-31 Ocak: 2 defa bulunmaktadır
(29-30-31 Ocak 2013): 2 defa bulunmaktadır
Ocak 2013) 1461: 2 defa bulunmaktadır
2013) 1461 Trabzon: 2 defa bulunmaktadır
1461 Trabzon -: 3 defa bulunmaktadır
Trabzon - Bursaspor: 1 defa bulunmaktadır
- Bursaspor Sivasspor: 2 defa bulunmaktadır
Bursaspor Sivasspor -: 2 defa bulunmaktadır
Sivasspor - Fenerbahçe: 1 defa bulunmaktadır
- Fenerbahçe 6.: 1 defa bulunmaktadır
Fenerbahçe 6. Hafta: 1 defa bulunmaktadır
6. Hafta (26-27-28: 2 defa bulunmaktadır
Hafta (26-27-28 Şubat: 2 defa bulunmaktadır
(26-27-28 Şubat 2013): 2 defa bulunmaktadır
Şubat 2013) Bursaspor: 1 defa bulunmaktadır
2013) Bursaspor -: 2 defa bulunmaktadır
Bursaspor - Sivasspor: 1 defa bulunmaktadır
- Sivasspor Fenerbahçe: 1 defa bulunmaktadır
Sivasspor Fenerbahçe -: 1 defa bulunmaktadır
Fenerbahçe - 1461: 1 defa bulunmaktadır
- 1461 Trabzon: 3 defa bulunmaktadır
1461 Trabzon B: 1 defa bulunmaktadır
Trabzon B GRUBU: 1 defa bulunmaktadır
B GRUBU FİKSTÜRÜ: 1 defa bulunmaktadır
GRUBU FİKSTÜRÜ 1.: 2 defa bulunmaktadır
FİKSTÜRÜ 1. Hafta: 2 defa bulunmaktadır
1. Hafta (18-19-20: 2 defa bulunmaktadır
Hafta (18-19-20 Aralık): 2 defa bulunmaktadır
(18-19-20 Aralık) Mersin: 1 defa bulunmaktadır
Aralık) Mersin İdman: 1 defa bulunmaktadır
Mersin İdman Yurdu: 8 defa bulunmaktadır
İdman Yurdu -: 3 defa bulunmaktadır
Yurdu - Medical: 1 defa bulunmaktadır
- Medical Park: 3 defa bulunmaktadır
Medical Park Antalyaspor: 7 defa bulunmaktadır
Park Antalyaspor Trabzonspor: 1 defa bulunmaktadır
Antalyaspor Trabzonspor -: 1 defa bulunmaktadır
Trabzonspor - Eskişehirspor: 1 defa bulunmaktadır
- Eskişehirspor 2.: 1 defa bulunmaktadır
Eskişehirspor 2. Hafta: 1 defa bulunmaktadır
2. Hafta (12-13-14: 2 defa bulunmaktadır
Hafta (12-13-14 Ocak: 2 defa bulunmaktadır
(12-13-14 Ocak 2013): 2 defa bulunmaktadır
Ocak 2013) Medical: 2 defa bulunmaktadır
2013) Medical Park: 2 defa bulunmaktadır
Medical Park Antalyaspor: 7 defa bulunmaktadır
Park Antalyaspor -: 3 defa bulunmaktadır
Antalyaspor - Trabzonspor: 1 defa bulunmaktadır
- Trabzonspor Eskişehirspor: 1 defa bulunmaktadır
Trabzonspor Eskişehirspor -: 1 defa bulunmaktadır
Eskişehirspor - Mersin: 1 defa bulunmaktadır
- Mersin İdman: 3 defa bulunmaktadır
Mersin İdman Yurdu: 8 defa bulunmaktadır
İdman Yurdu 3.: 1 defa bulunmaktadır
Yurdu 3. Hafta: 1 defa bulunmaktadır
3. Hafta (15-16-17: 2 defa bulunmaktadır
Hafta (15-16-17 Ocak: 2 defa bulunmaktadır
(15-16-17 Ocak 2013): 2 defa bulunmaktadır
Ocak 2013) Mersin: 1 defa bulunmaktadır
2013) Mersin İdman: 2 defa bulunmaktadır
Mersin İdman Yurdu: 8 defa bulunmaktadır
İdman Yurdu -: 3 defa bulunmaktadır
Yurdu - Trabzonspor: 1 defa bulunmaktadır
- Trabzonspor Medical: 1 defa bulunmaktadır
Trabzonspor Medical Park: 1 defa bulunmaktadır
Medical Park Antalyaspor: 7 defa bulunmaktadır
Park Antalyaspor -: 3 defa bulunmaktadır
Antalyaspor - Eskişehirspor: 1 defa bulunmaktadır
- Eskişehirspor 4.: 1 defa bulunmaktadır
Eskişehirspor 4. Hafta: 1 defa bulunmaktadır
4. Hafta (22-23-24: 2 defa bulunmaktadır
Hafta (22-23-24 Ocak: 2 defa bulunmaktadır
(22-23-24 Ocak 2013): 2 defa bulunmaktadır
Ocak 2013) Trabzonspor.: 1 defa bulunmaktadır
2013) Trabzonspor. -: 1 defa bulunmaktadır
Trabzonspor. - Mersin: 1 defa bulunmaktadır
- Mersin İdman: 3 defa bulunmaktadır
Mersin İdman Yurdu: 8 defa bulunmaktadır
İdman Yurdu Eskişehirspor: 2 defa bulunmaktadır
Yurdu Eskişehirspor -: 2 defa bulunmaktadır
Eskişehirspor - Medical: 1 defa bulunmaktadır
- Medical Park: 3 defa bulunmaktadır
Medical Park Antalyaspor: 7 defa bulunmaktadır
Park Antalyaspor 5.: 1 defa bulunmaktadır
Antalyaspor 5. Hafta: 1 defa bulunmaktadır
5. Hafta (29-30-31: 2 defa bulunmaktadır
Hafta (29-30-31 Ocak: 2 defa bulunmaktadır
(29-30-31 Ocak 2013): 2 defa bulunmaktadır
Ocak 2013) Medical: 2 defa bulunmaktadır
2013) Medical Park: 2 defa bulunmaktadır
Medical Park Antalyaspor: 7 defa bulunmaktadır
Park Antalyaspor -: 3 defa bulunmaktadır
Antalyaspor - Mersin: 1 defa bulunmaktadır
- Mersin İdman: 3 defa bulunmaktadır
Mersin İdman Yurdu: 8 defa bulunmaktadır
İdman Yurdu Eskişehirspor: 2 defa bulunmaktadır
Yurdu Eskişehirspor -: 2 defa bulunmaktadır
Eskişehirspor - Trabzonspor: 1 defa bulunmaktadır
- Trabzonspor 6.: 1 defa bulunmaktadır
Trabzonspor 6. Hafta: 1 defa bulunmaktadır
6. Hafta (26-27-28: 2 defa bulunmaktadır
Hafta (26-27-28 Şubat: 2 defa bulunmaktadır
(26-27-28 Şubat 2013): 2 defa bulunmaktadır
Şubat 2013) Mersin: 1 defa bulunmaktadır
2013) Mersin İdman: 2 defa bulunmaktadır
Mersin İdman Yurdu: 8 defa bulunmaktadır
İdman Yurdu -: 3 defa bulunmaktadır
Yurdu - Eskişehirspor: 1 defa bulunmaktadır
- Eskişehirspor Trabzonspor: 1 defa bulunmaktadır
Eskişehirspor Trabzonspor -: 1 defa bulunmaktadır
Trabzonspor - Medical: 1 defa bulunmaktadır
- Medical Park: 3 defa bulunmaktadır
Medical Park Antalyaspor: 7 defa bulunmaktadır
Park Antalyaspor (CİHAN): 1 defa bulunmaktadır
