Kupa'da eşleşmeler: 1 defa bulunmaktadır
Medical Park: 8 defa bulunmaktadır
Park Antalyaspor: 7 defa bulunmaktadır
Antalyaspor ve: 1 defa bulunmaktadır
ve Mersin: 1 defa bulunmaktadır
Mersin İdman: 8 defa bulunmaktadır
İdman Yurdu: 8 defa bulunmaktadır
Yurdu ise: 1 defa bulunmaktadır
ise seri: 1 defa bulunmaktadır
seri başı: 3 defa bulunmaktadır
başı olmayan: 2 defa bulunmaktadır
olmayan takımlar: 1 defa bulunmaktadır
takımlar olarak: 1 defa bulunmaktadır
olarak katıldı.: 1 defa bulunmaktadır
katıldı. Seri: 1 defa bulunmaktadır
Seri başı: 1 defa bulunmaktadır
başı 4: 1 defa bulunmaktadır
4 takım: 2 defa bulunmaktadır
takım ile: 1 defa bulunmaktadır
ile seri: 1 defa bulunmaktadır
seri başı: 3 defa bulunmaktadır
başı olmayan: 2 defa bulunmaktadır
olmayan 4: 1 defa bulunmaktadır
4 takım: 2 defa bulunmaktadır
takım kura: 1 defa bulunmaktadır
kura ile: 1 defa bulunmaktadır
ile iki: 1 defa bulunmaktadır
iki gruba: 1 defa bulunmaktadır
gruba eşit: 1 defa bulunmaktadır
eşit olarak: 1 defa bulunmaktadır
olarak dağıtıldı.: 1 defa bulunmaktadır
dağıtıldı. Gruplar: 1 defa bulunmaktadır
Gruplar şöyle: 1 defa bulunmaktadır
şöyle oldu:: 1 defa bulunmaktadır
oldu: A: 1 defa bulunmaktadır
A Grubu:: 1 defa bulunmaktadır
Grubu: Fenerbahçe,: 1 defa bulunmaktadır
Fenerbahçe, Bursaspor,: 1 defa bulunmaktadır
Bursaspor, 1461: 1 defa bulunmaktadır
1461 Trabzon,: 2 defa bulunmaktadır
Trabzon, Sivasspor: 1 defa bulunmaktadır
Sivasspor B: 1 defa bulunmaktadır
B Grubu:: 1 defa bulunmaktadır
Grubu: Trabzonspor,: 1 defa bulunmaktadır
Trabzonspor, Eskişehirspor,: 1 defa bulunmaktadır
Eskişehirspor, Medical: 1 defa bulunmaktadır
Medical Park: 8 defa bulunmaktadır
Park Antalyaspor,: 1 defa bulunmaktadır
Antalyaspor, Mersin: 1 defa bulunmaktadır
Mersin İdman: 8 defa bulunmaktadır
İdman Yurdu: 8 defa bulunmaktadır
Yurdu GRUPLARIN: 1 defa bulunmaktadır
GRUPLARIN MAÇ: 1 defa bulunmaktadır
MAÇ TARİHLERİ: 1 defa bulunmaktadır
TARİHLERİ A: 1 defa bulunmaktadır
A ve: 2 defa bulunmaktadır
ve B: 2 defa bulunmaktadır
B olmak: 1 defa bulunmaktadır
olmak üzere: 1 defa bulunmaktadır
üzere iki: 1 defa bulunmaktadır
iki grupta: 1 defa bulunmaktadır
grupta yapılacak: 1 defa bulunmaktadır
yapılacak müsabakaların: 1 defa bulunmaktadır
müsabakaların taripleri: 1 defa bulunmaktadır
taripleri ise: 1 defa bulunmaktadır
ise şöyle: 1 defa bulunmaktadır
şöyle oluştu:: 1 defa bulunmaktadır
oluştu: 1.: 1 defa bulunmaktadır
1. maçlar: 1 defa bulunmaktadır
maçlar 18-19-20: 1 defa bulunmaktadır
18-19-20 Aralık;: 1 defa bulunmaktadır
Aralık; 2.: 1 defa bulunmaktadır
2. maçlar: 1 defa bulunmaktadır
maçlar 12-13-14: 1 defa bulunmaktadır
12-13-14 Ocak: 1 defa bulunmaktadır
Ocak 2013;: 1 defa bulunmaktadır
2013; 3.: 1 defa bulunmaktadır
3. maçlar: 1 defa bulunmaktadır
maçlar 15-16-17: 1 defa bulunmaktadır
15-16-17 Ocak;: 1 defa bulunmaktadır
Ocak; 4.: 1 defa bulunmaktadır
4. maçlar: 1 defa bulunmaktadır
maçlar 22-23-24: 1 defa bulunmaktadır
22-23-24 Ocak;: 1 defa bulunmaktadır
Ocak; 5.: 1 defa bulunmaktadır
5. maçlar: 1 defa bulunmaktadır
maçlar 29-30-31: 1 defa bulunmaktadır
29-30-31 Ocak: 1 defa bulunmaktadır
Ocak ve: 1 defa bulunmaktadır
ve son: 1 defa bulunmaktadır
son maçlar: 1 defa bulunmaktadır
maçlar 26-27-28: 1 defa bulunmaktadır
26-27-28 Şubat: 1 defa bulunmaktadır
Şubat tarihleri: 1 defa bulunmaktadır
tarihleri arasından: 1 defa bulunmaktadır
arasından belirlenecek: 1 defa bulunmaktadır
belirlenecek günlerde: 1 defa bulunmaktadır
günlerde yapılacak.: 1 defa bulunmaktadır
yapılacak. Grup: 1 defa bulunmaktadır
Grup müsabakaları: 1 defa bulunmaktadır
müsabakaları sonucu: 1 defa bulunmaktadır
sonucu gruplarında: 1 defa bulunmaktadır
gruplarında ilk: 1 defa bulunmaktadır
ilk iki: 1 defa bulunmaktadır
iki sırayı: 1 defa bulunmaktadır
sırayı alacak: 1 defa bulunmaktadır
alacak toplam: 1 defa bulunmaktadır
toplam 4: 1 defa bulunmaktadır
4 takım,: 1 defa bulunmaktadır
takım, yarı: 1 defa bulunmaktadır
yarı final: 3 defa bulunmaktadır
final müsabakaları: 1 defa bulunmaktadır
müsabakaları oynamaya: 1 defa bulunmaktadır
oynamaya hak: 1 defa bulunmaktadır
hak kazanacak.: 1 defa bulunmaktadır
kazanacak. Yarı: 1 defa bulunmaktadır
Yarı final: 2 defa bulunmaktadır
final eşleşmeleri: 1 defa bulunmaktadır
eşleşmeleri ise: 1 defa bulunmaktadır
ise çapraz: 1 defa bulunmaktadır
çapraz olacak.: 1 defa bulunmaktadır
olacak. A: 1 defa bulunmaktadır
A Grubu: 1 defa bulunmaktadır
Grubu 1.: 2 defa bulunmaktadır
1. ile: 1 defa bulunmaktadır
ile B: 1 defa bulunmaktadır
B Grubu: 3 defa bulunmaktadır
Grubu 2.: 1 defa bulunmaktadır
2. karşılaşacak.: 1 defa bulunmaktadır
karşılaşacak. A: 1 defa bulunmaktadır
A Grubu'nun: 1 defa bulunmaktadır
Grubu'nun 2.: 1 defa bulunmaktadır
2. ile: 1 defa bulunmaktadır
ile de: 1 defa bulunmaktadır
de B: 1 defa bulunmaktadır
B Grubu: 3 defa bulunmaktadır
Grubu 1.: 2 defa bulunmaktadır
1. karşılaşacak.: 1 defa bulunmaktadır
karşılaşacak. Yarı: 1 defa bulunmaktadır
Yarı final: 2 defa bulunmaktadır
final maçlarında: 1 defa bulunmaktadır
maçlarında ilk: 1 defa bulunmaktadır
ilk maç: 1 defa bulunmaktadır
maç grubunu: 1 defa bulunmaktadır
grubunu ikinci: 1 defa bulunmaktadır
ikinci sırada: 1 defa bulunmaktadır
sırada bitiren: 1 defa bulunmaktadır
bitiren takımın: 1 defa bulunmaktadır
takımın sahasında: 1 defa bulunmaktadır
sahasında oynanacak.: 1 defa bulunmaktadır
oynanacak. Ziraat: 1 defa bulunmaktadır
Ziraat Türkiye: 3 defa bulunmaktadır
Türkiye Kupası: 2 defa bulunmaktadır
Kupası yarı: 1 defa bulunmaktadır
yarı final: 3 defa bulunmaktadır
final ve: 1 defa bulunmaktadır
ve final: 1 defa bulunmaktadır
final karşılaşmalarının: 1 defa bulunmaktadır
karşılaşmalarının tarihleri: 1 defa bulunmaktadır
tarihleri daha: 1 defa bulunmaktadır
daha sonra: 1 defa bulunmaktadır
sonra açıklanacak.: 1 defa bulunmaktadır
açıklanacak. GRUPLARIN: 1 defa bulunmaktadır
GRUPLARIN FİKSTÜRLERİ: 1 defa bulunmaktadır
FİKSTÜRLERİ DE: 1 defa bulunmaktadır
DE BELLİ: 1 defa bulunmaktadır
BELLİ OLDU: 1 defa bulunmaktadır
OLDU A: 1 defa bulunmaktadır
A GRUBU: 1 defa bulunmaktadır
GRUBU FİKSTÜRÜ: 2 defa bulunmaktadır
FİKSTÜRÜ 1.: 2 defa bulunmaktadır
1. Hafta: 2 defa bulunmaktadır
Hafta (18-19-20: 2 defa bulunmaktadır
(18-19-20 Aralık): 2 defa bulunmaktadır
Aralık) Bursaspor: 1 defa bulunmaktadır
Bursaspor -: 3 defa bulunmaktadır
- 1461: 3 defa bulunmaktadır
1461 Trabzon: 6 defa bulunmaktadır
Trabzon Fenerbahçe: 1 defa bulunmaktadır
Fenerbahçe -: 3 defa bulunmaktadır
- Sivasspor: 3 defa bulunmaktadır
Sivasspor 2.: 1 defa bulunmaktadır
2. Hafta: 2 defa bulunmaktadır
Hafta (12-13-14: 2 defa bulunmaktadır
(12-13-14 Ocak: 2 defa bulunmaktadır
Ocak 2013): 8 defa bulunmaktadır
2013) 1461: 2 defa bulunmaktadır
1461 Trabzon: 6 defa bulunmaktadır
Trabzon -: 3 defa bulunmaktadır
- Fenerbahçe: 3 defa bulunmaktadır
Fenerbahçe Sivasspor: 1 defa bulunmaktadır
Sivasspor -: 3 defa bulunmaktadır
- Bursaspor: 3 defa bulunmaktadır
Bursaspor 3.: 1 defa bulunmaktadır
3. Hafta: 2 defa bulunmaktadır
Hafta (15-16-17: 2 defa bulunmaktadır
(15-16-17 Ocak: 2 defa bulunmaktadır
Ocak 2013): 8 defa bulunmaktadır
2013) Bursaspor: 2 defa bulunmaktadır
Bursaspor -: 3 defa bulunmaktadır
- Fenerbahçe: 3 defa bulunmaktadır
Fenerbahçe 1461: 1 defa bulunmaktadır
1461 Trabzon: 6 defa bulunmaktadır
Trabzon -: 3 defa bulunmaktadır
- Sivasspor: 3 defa bulunmaktadır
Sivasspor 4.: 1 defa bulunmaktadır
4. Hafta: 2 defa bulunmaktadır
Hafta (22-23-24: 2 defa bulunmaktadır
(22-23-24 Ocak: 2 defa bulunmaktadır
Ocak 2013): 8 defa bulunmaktadır
2013) Fenerbahçe: 1 defa bulunmaktadır
Fenerbahçe -: 3 defa bulunmaktadır
- Bursaspor: 3 defa bulunmaktadır
Bursaspor Sivasspor: 2 defa bulunmaktadır
Sivasspor -: 3 defa bulunmaktadır
- 1461: 3 defa bulunmaktadır
1461 Trabzon: 6 defa bulunmaktadır
Trabzon 5.: 1 defa bulunmaktadır
5. Hafta: 2 defa bulunmaktadır
Hafta (29-30-31: 2 defa bulunmaktadır
(29-30-31 Ocak: 2 defa bulunmaktadır
Ocak 2013): 8 defa bulunmaktadır
2013) 1461: 2 defa bulunmaktadır
1461 Trabzon: 6 defa bulunmaktadır
Trabzon -: 3 defa bulunmaktadır
- Bursaspor: 3 defa bulunmaktadır
Bursaspor Sivasspor: 2 defa bulunmaktadır
Sivasspor -: 3 defa bulunmaktadır
- Fenerbahçe: 3 defa bulunmaktadır
Fenerbahçe 6.: 1 defa bulunmaktadır
6. Hafta: 2 defa bulunmaktadır
Hafta (26-27-28: 2 defa bulunmaktadır
(26-27-28 Şubat: 2 defa bulunmaktadır
Şubat 2013): 2 defa bulunmaktadır
2013) Bursaspor: 2 defa bulunmaktadır
Bursaspor -: 3 defa bulunmaktadır
- Sivasspor: 3 defa bulunmaktadır
Sivasspor Fenerbahçe: 1 defa bulunmaktadır
Fenerbahçe -: 3 defa bulunmaktadır
- 1461: 3 defa bulunmaktadır
1461 Trabzon: 6 defa bulunmaktadır
Trabzon B: 1 defa bulunmaktadır
B GRUBU: 1 defa bulunmaktadır
GRUBU FİKSTÜRÜ: 2 defa bulunmaktadır
FİKSTÜRÜ 1.: 2 defa bulunmaktadır
1. Hafta: 2 defa bulunmaktadır
Hafta (18-19-20: 2 defa bulunmaktadır
(18-19-20 Aralık): 2 defa bulunmaktadır
Aralık) Mersin: 1 defa bulunmaktadır
Mersin İdman: 8 defa bulunmaktadır
İdman Yurdu: 8 defa bulunmaktadır
Yurdu -: 3 defa bulunmaktadır
- Medical: 3 defa bulunmaktadır
Medical Park: 8 defa bulunmaktadır
Park Antalyaspor: 7 defa bulunmaktadır
Antalyaspor Trabzonspor: 1 defa bulunmaktadır
Trabzonspor -: 2 defa bulunmaktadır
- Eskişehirspor: 3 defa bulunmaktadır
Eskişehirspor 2.: 1 defa bulunmaktadır
2. Hafta: 2 defa bulunmaktadır
Hafta (12-13-14: 2 defa bulunmaktadır
(12-13-14 Ocak: 2 defa bulunmaktadır
Ocak 2013): 8 defa bulunmaktadır
2013) Medical: 2 defa bulunmaktadır
Medical Park: 8 defa bulunmaktadır
Park Antalyaspor: 7 defa bulunmaktadır
Antalyaspor -: 3 defa bulunmaktadır
- Trabzonspor: 3 defa bulunmaktadır
Trabzonspor Eskişehirspor: 1 defa bulunmaktadır
Eskişehirspor -: 3 defa bulunmaktadır
- Mersin: 3 defa bulunmaktadır
Mersin İdman: 8 defa bulunmaktadır
İdman Yurdu: 8 defa bulunmaktadır
Yurdu 3.: 1 defa bulunmaktadır
3. Hafta: 2 defa bulunmaktadır
Hafta (15-16-17: 2 defa bulunmaktadır
(15-16-17 Ocak: 2 defa bulunmaktadır
Ocak 2013): 8 defa bulunmaktadır
2013) Mersin: 2 defa bulunmaktadır
Mersin İdman: 8 defa bulunmaktadır
İdman Yurdu: 8 defa bulunmaktadır
Yurdu -: 3 defa bulunmaktadır
- Trabzonspor: 3 defa bulunmaktadır
Trabzonspor Medical: 1 defa bulunmaktadır
Medical Park: 8 defa bulunmaktadır
Park Antalyaspor: 7 defa bulunmaktadır
Antalyaspor -: 3 defa bulunmaktadır
- Eskişehirspor: 3 defa bulunmaktadır
Eskişehirspor 4.: 1 defa bulunmaktadır
4. Hafta: 2 defa bulunmaktadır
Hafta (22-23-24: 2 defa bulunmaktadır
(22-23-24 Ocak: 2 defa bulunmaktadır
Ocak 2013): 8 defa bulunmaktadır
2013) Trabzonspor.: 1 defa bulunmaktadır
Trabzonspor. -: 1 defa bulunmaktadır
- Mersin: 3 defa bulunmaktadır
Mersin İdman: 8 defa bulunmaktadır
İdman Yurdu: 8 defa bulunmaktadır
Yurdu Eskişehirspor: 2 defa bulunmaktadır
Eskişehirspor -: 3 defa bulunmaktadır
- Medical: 3 defa bulunmaktadır
Medical Park: 8 defa bulunmaktadır
Park Antalyaspor: 7 defa bulunmaktadır
Antalyaspor 5.: 1 defa bulunmaktadır
5. Hafta: 2 defa bulunmaktadır
Hafta (29-30-31: 2 defa bulunmaktadır
(29-30-31 Ocak: 2 defa bulunmaktadır
Ocak 2013): 8 defa bulunmaktadır
2013) Medical: 2 defa bulunmaktadır
Medical Park: 8 defa bulunmaktadır
Park Antalyaspor: 7 defa bulunmaktadır
Antalyaspor -: 3 defa bulunmaktadır
- Mersin: 3 defa bulunmaktadır
Mersin İdman: 8 defa bulunmaktadır
İdman Yurdu: 8 defa bulunmaktadır
Yurdu Eskişehirspor: 2 defa bulunmaktadır
Eskişehirspor -: 3 defa bulunmaktadır
- Trabzonspor: 3 defa bulunmaktadır
Trabzonspor 6.: 1 defa bulunmaktadır
6. Hafta: 2 defa bulunmaktadır
Hafta (26-27-28: 2 defa bulunmaktadır
(26-27-28 Şubat: 2 defa bulunmaktadır
Şubat 2013): 2 defa bulunmaktadır
2013) Mersin: 2 defa bulunmaktadır
Mersin İdman: 8 defa bulunmaktadır
İdman Yurdu: 8 defa bulunmaktadır
Yurdu -: 3 defa bulunmaktadır
- Eskişehirspor: 3 defa bulunmaktadır
Eskişehirspor Trabzonspor: 1 defa bulunmaktadır
Trabzonspor -: 2 defa bulunmaktadır
- Medical: 3 defa bulunmaktadır
Medical Park: 8 defa bulunmaktadır
Park Antalyaspor: 7 defa bulunmaktadır
Antalyaspor (CİHAN): 1 defa bulunmaktadır
