Kasımda aylık: 1 defa bulunmaktadır
dolar olarak: 3 defa bulunmaktadır
olarak gerçekleşti.: 3 defa bulunmaktadır
gerçekleşti. 2012: 1 defa bulunmaktadır
2012 Kasım: 5 defa bulunmaktadır
Kasım ayında: 10 defa bulunmaktadır
ayında en: 2 defa bulunmaktadır
en fazla: 1 defa bulunmaktadır
fazla ihracat: 1 defa bulunmaktadır
ihracat yapılan: 1 defa bulunmaktadır
yapılan ülke: 1 defa bulunmaktadır
ülke Almanya: 1 defa bulunmaktadır
Almanya oldu.: 1 defa bulunmaktadır
oldu. Bu: 2 defa bulunmaktadır
Bu ülkeye: 1 defa bulunmaktadır
ülkeye yapılan: 1 defa bulunmaktadır
yapılan ihracat: 1 defa bulunmaktadır
ihracat 2011: 1 defa bulunmaktadır
2011 yılı: 1 defa bulunmaktadır
yılı Kasım: 3 defa bulunmaktadır
Kasım ayına: 2 defa bulunmaktadır
ayına göre: 5 defa bulunmaktadır
göre yüzde: 3 defa bulunmaktadır
yüzde 11,1: 1 defa bulunmaktadır
11,1 artarak: 1 defa bulunmaktadır
artarak 1: 1 defa bulunmaktadır
1 milyar: 1 defa bulunmaktadır
milyar 219: 1 defa bulunmaktadır
219 milyon: 1 defa bulunmaktadır
milyon dolar: 4 defa bulunmaktadır
dolar olurken;: 1 defa bulunmaktadır
olurken; Almanya’yı: 1 defa bulunmaktadır
Almanya’yı sırasıyla: 1 defa bulunmaktadır
sırasıyla Irak: 1 defa bulunmaktadır
Irak (1: 1 defa bulunmaktadır
(1 milyar: 7 defa bulunmaktadır
milyar 94: 1 defa bulunmaktadır
94 milyon: 1 defa bulunmaktadır
milyon dolar),: 4 defa bulunmaktadır
dolar), İngiltere: 1 defa bulunmaktadır
İngiltere (939: 1 defa bulunmaktadır
(939 milyon: 1 defa bulunmaktadır
milyon dolar): 10 defa bulunmaktadır
dolar) ve: 4 defa bulunmaktadır
ve BAE: 1 defa bulunmaktadır
BAE (813: 1 defa bulunmaktadır
(813 milyon: 1 defa bulunmaktadır
milyon dolar): 10 defa bulunmaktadır
dolar) takip: 1 defa bulunmaktadır
takip etti.: 1 defa bulunmaktadır
etti. Rusya: 1 defa bulunmaktadır
Rusya Federasyonu: 1 defa bulunmaktadır
Federasyonu ithalatta: 1 defa bulunmaktadır
ithalatta ilk: 1 defa bulunmaktadır
ilk sırada: 1 defa bulunmaktadır
sırada yer: 2 defa bulunmaktadır
yer aldı.: 2 defa bulunmaktadır
aldı. Rusya'dan: 1 defa bulunmaktadır
Rusya'dan yapılan: 1 defa bulunmaktadır
yapılan ithalat: 1 defa bulunmaktadır
ithalat geçen: 1 defa bulunmaktadır
geçen yılın: 1 defa bulunmaktadır
yılın aynı: 2 defa bulunmaktadır
aynı ayına: 4 defa bulunmaktadır
ayına göre: 5 defa bulunmaktadır
göre yüzde: 3 defa bulunmaktadır
yüzde 4,3: 1 defa bulunmaktadır
4,3 azalarak: 1 defa bulunmaktadır
azalarak 2: 1 defa bulunmaktadır
2 milyar: 1 defa bulunmaktadır
milyar 270: 1 defa bulunmaktadır
270 milyon: 1 defa bulunmaktadır
milyon dolar: 4 defa bulunmaktadır
dolar olarak: 3 defa bulunmaktadır
olarak gerçekleşti.: 3 defa bulunmaktadır
gerçekleşti. Rusya: 1 defa bulunmaktadır
Rusya Federasyonu’nu: 1 defa bulunmaktadır
Federasyonu’nu sırasıyla: 1 defa bulunmaktadır
sırasıyla Çin: 1 defa bulunmaktadır
Çin (2: 1 defa bulunmaktadır
(2 milyar: 3 defa bulunmaktadır
milyar 97: 1 defa bulunmaktadır
97 milyon: 1 defa bulunmaktadır
milyon dolar),: 4 defa bulunmaktadır
dolar), Almanya: 1 defa bulunmaktadır
Almanya (2: 1 defa bulunmaktadır
(2 milyar: 3 defa bulunmaktadır
milyar 10: 1 defa bulunmaktadır
10 milyon: 1 defa bulunmaktadır
milyon dolar): 10 defa bulunmaktadır
dolar) ve: 4 defa bulunmaktadır
ve İtalya: 1 defa bulunmaktadır
İtalya (1: 1 defa bulunmaktadır
(1 milyar: 7 defa bulunmaktadır
milyar 202: 1 defa bulunmaktadır
202 milyon: 1 defa bulunmaktadır
milyon dolar): 10 defa bulunmaktadır
dolar) izledi.: 3 defa bulunmaktadır
izledi. 2012: 1 defa bulunmaktadır
2012 Kasım: 5 defa bulunmaktadır
Kasım ayında: 10 defa bulunmaktadır
ayında fasıllar: 1 defa bulunmaktadır
fasıllar düzeyinde: 1 defa bulunmaktadır
düzeyinde en: 1 defa bulunmaktadır
en büyük: 2 defa bulunmaktadır
büyük ihracat: 2 defa bulunmaktadır
ihracat kalemi,: 1 defa bulunmaktadır
kalemi, 'motorlu: 1 defa bulunmaktadır
'motorlu kara: 1 defa bulunmaktadır
kara taşıtları: 1 defa bulunmaktadır
taşıtları ve: 1 defa bulunmaktadır
ve aksam: 1 defa bulunmaktadır
aksam parçaları': 1 defa bulunmaktadır
parçaları' (1: 2 defa bulunmaktadır
(1 milyar: 7 defa bulunmaktadır
milyar 354: 1 defa bulunmaktadır
354 milyon: 1 defa bulunmaktadır
milyon dolar): 10 defa bulunmaktadır
dolar) olurken,: 1 defa bulunmaktadır
olurken, bu: 1 defa bulunmaktadır
bu fasılı: 1 defa bulunmaktadır
fasılı 'kıymetli: 1 defa bulunmaktadır
'kıymetli taşlar: 1 defa bulunmaktadır
taşlar ve: 2 defa bulunmaktadır
ve metaller': 1 defa bulunmaktadır
metaller' (1: 1 defa bulunmaktadır
(1 milyar: 7 defa bulunmaktadır
milyar 201: 1 defa bulunmaktadır
201 milyon: 1 defa bulunmaktadır
milyon dolar),: 4 defa bulunmaktadır
dolar), 'kazanlar,: 1 defa bulunmaktadır
'kazanlar, makinalar,: 2 defa bulunmaktadır
makinalar, mekanik: 2 defa bulunmaktadır
mekanik cihazlar: 2 defa bulunmaktadır
cihazlar ve: 2 defa bulunmaktadır
ve aletler,: 2 defa bulunmaktadır
aletler, bunların: 2 defa bulunmaktadır
bunların aksam: 2 defa bulunmaktadır
aksam ve: 2 defa bulunmaktadır
ve parçaları': 2 defa bulunmaktadır
parçaları' (1: 2 defa bulunmaktadır
(1 milyar: 7 defa bulunmaktadır
milyar 140: 1 defa bulunmaktadır
140 milyon: 1 defa bulunmaktadır
milyon dolar): 10 defa bulunmaktadır
dolar) ve: 4 defa bulunmaktadır
ve 'elektrikli: 1 defa bulunmaktadır
'elektrikli makina: 2 defa bulunmaktadır
makina ve: 2 defa bulunmaktadır
ve cihazlar': 2 defa bulunmaktadır
cihazlar' (887: 1 defa bulunmaktadır
(887 milyon: 1 defa bulunmaktadır
milyon dolar): 10 defa bulunmaktadır
dolar) izledi.: 3 defa bulunmaktadır
izledi. Kasım: 1 defa bulunmaktadır
Kasım ayında;: 1 defa bulunmaktadır
ayında; en: 1 defa bulunmaktadır
en yüksek: 1 defa bulunmaktadır
yüksek ithalatı: 1 defa bulunmaktadır
ithalatı olan: 1 defa bulunmaktadır
olan fasıl: 1 defa bulunmaktadır
fasıl 'mineral: 1 defa bulunmaktadır
'mineral yakıtlar: 1 defa bulunmaktadır
yakıtlar ve: 1 defa bulunmaktadır
ve yağlar': 1 defa bulunmaktadır
yağlar' (5: 1 defa bulunmaktadır
(5 milyar: 1 defa bulunmaktadır
milyar 330: 1 defa bulunmaktadır
330 milyon: 1 defa bulunmaktadır
milyon dolar): 10 defa bulunmaktadır
dolar) oldu.: 1 defa bulunmaktadır
oldu. Bu: 2 defa bulunmaktadır
Bu fasılı;: 1 defa bulunmaktadır
fasılı; 'kazanlar,: 1 defa bulunmaktadır
'kazanlar, makinalar,: 2 defa bulunmaktadır
makinalar, mekanik: 2 defa bulunmaktadır
mekanik cihazlar: 2 defa bulunmaktadır
cihazlar ve: 2 defa bulunmaktadır
ve aletler,: 2 defa bulunmaktadır
aletler, bunların: 2 defa bulunmaktadır
bunların aksam: 2 defa bulunmaktadır
aksam ve: 2 defa bulunmaktadır
ve parçaları': 2 defa bulunmaktadır
parçaları' (2: 1 defa bulunmaktadır
(2 milyar: 3 defa bulunmaktadır
milyar 469: 1 defa bulunmaktadır
469 milyon: 1 defa bulunmaktadır
milyon dolar),: 4 defa bulunmaktadır
dolar), 'elektrikli: 1 defa bulunmaktadır
'elektrikli makina: 2 defa bulunmaktadır
makina ve: 2 defa bulunmaktadır
ve cihazlar': 2 defa bulunmaktadır
cihazlar' (1: 1 defa bulunmaktadır
(1 milyar: 7 defa bulunmaktadır
milyar 700: 1 defa bulunmaktadır
700 milyon: 1 defa bulunmaktadır
milyon dolar): 10 defa bulunmaktadır
dolar) ve: 4 defa bulunmaktadır
ve 'demir: 1 defa bulunmaktadır
'demir ve: 1 defa bulunmaktadır
ve çelik': 1 defa bulunmaktadır
çelik' (1: 1 defa bulunmaktadır
(1 milyar: 7 defa bulunmaktadır
milyar 540: 1 defa bulunmaktadır
540 milyon: 1 defa bulunmaktadır
milyon dolar): 10 defa bulunmaktadır
dolar) izledi.: 3 defa bulunmaktadır
izledi.  : 1 defa bulunmaktadır
