Eylül'de araç: 1 defa bulunmaktadır
736 bin: 2 defa bulunmaktadır
bin 220: 2 defa bulunmaktadır
220 adet: 2 defa bulunmaktadır
adet arttı.: 2 defa bulunmaktadır
arttı. Türkiye: 1 defa bulunmaktadır
Türkiye İstatistik: 1 defa bulunmaktadır
İstatistik Kurumu: 1 defa bulunmaktadır
Kurumu Eylül: 1 defa bulunmaktadır
Eylül ayı: 3 defa bulunmaktadır
ayı Motorlu: 1 defa bulunmaktadır
Motorlu Kara: 1 defa bulunmaktadır
Kara Taşıtları: 1 defa bulunmaktadır
Taşıtları İstatistiklerini: 1 defa bulunmaktadır
İstatistiklerini açıkladı.: 1 defa bulunmaktadır
açıkladı. 2012: 1 defa bulunmaktadır
2012 Eylül: 1 defa bulunmaktadır
Eylül ayında: 8 defa bulunmaktadır
ayında trafiğe: 3 defa bulunmaktadır
trafiğe kaydı: 7 defa bulunmaktadır
kaydı yapılan: 6 defa bulunmaktadır
yapılan toplam: 2 defa bulunmaktadır
toplam 84: 1 defa bulunmaktadır
84 bin: 2 defa bulunmaktadır
bin 846: 1 defa bulunmaktadır
846 taşıt: 1 defa bulunmaktadır
taşıt içinde: 2 defa bulunmaktadır
içinde otomobil,: 1 defa bulunmaktadır
otomobil, yüzde: 2 defa bulunmaktadır
yüzde 47.7: 1 defa bulunmaktadır
47.7 pay: 1 defa bulunmaktadır
pay ve: 10 defa bulunmaktadır
ve 40: 1 defa bulunmaktadır
40 bin: 2 defa bulunmaktadır
bin 499: 2 defa bulunmaktadır
499 adet: 2 defa bulunmaktadır
adet ile: 8 defa bulunmaktadır
ile ilk: 2 defa bulunmaktadır
ilk sırada: 2 defa bulunmaktadır
sırada yer: 2 defa bulunmaktadır
yer aldı.: 2 defa bulunmaktadır
aldı. Otomobili: 2 defa bulunmaktadır
Otomobili yüzde: 2 defa bulunmaktadır
yüzde 22: 1 defa bulunmaktadır
22 pay: 1 defa bulunmaktadır
pay ve: 10 defa bulunmaktadır
ve 18: 1 defa bulunmaktadır
18 bin: 1 defa bulunmaktadır
bin 659: 1 defa bulunmaktadır
659 adet: 1 defa bulunmaktadır
adet ile: 8 defa bulunmaktadır
ile motosiklet,: 2 defa bulunmaktadır
motosiklet, yüzde: 3 defa bulunmaktadır
yüzde 17.7: 1 defa bulunmaktadır
17.7 pay: 1 defa bulunmaktadır
pay ve: 10 defa bulunmaktadır
ve 15: 1 defa bulunmaktadır
15 bin: 1 defa bulunmaktadır
bin adet: 1 defa bulunmaktadır
adet ile: 8 defa bulunmaktadır
ile kamyonet,: 2 defa bulunmaktadır
kamyonet, yüzde: 3 defa bulunmaktadır
yüzde 4.4: 1 defa bulunmaktadır
4.4 pay: 1 defa bulunmaktadır
pay ve: 10 defa bulunmaktadır
ve 3: 1 defa bulunmaktadır
3 bin: 1 defa bulunmaktadır
bin 718: 1 defa bulunmaktadır
718 adet: 1 defa bulunmaktadır
adet ile: 8 defa bulunmaktadır
ile traktör: 2 defa bulunmaktadır
traktör takip: 2 defa bulunmaktadır
takip etti.: 2 defa bulunmaktadır
etti. Eylül: 2 defa bulunmaktadır
Eylül ayında: 8 defa bulunmaktadır
ayında trafiğe: 3 defa bulunmaktadır
trafiğe kaydı: 7 defa bulunmaktadır
kaydı yapılan: 6 defa bulunmaktadır
yapılan taşıtların: 2 defa bulunmaktadır
taşıtların yüzde: 2 defa bulunmaktadır
yüzde 8.2: 1 defa bulunmaktadır
8.2 pay: 1 defa bulunmaktadır
pay ve: 10 defa bulunmaktadır
ve 6: 1 defa bulunmaktadır
6 bin: 1 defa bulunmaktadır
bin 970: 1 defa bulunmaktadır
970 adedini: 1 defa bulunmaktadır
adedini ise: 2 defa bulunmaktadır
ise minibüs,: 2 defa bulunmaktadır
minibüs, otobüs,: 2 defa bulunmaktadır
otobüs, kamyon: 2 defa bulunmaktadır
kamyon ve: 2 defa bulunmaktadır
ve özel: 2 defa bulunmaktadır
özel amaçlı: 5 defa bulunmaktadır
amaçlı taşıtlar: 3 defa bulunmaktadır
taşıtlar oluşturdu.: 3 defa bulunmaktadır
oluşturdu. -TRAFİĞE: 1 defa bulunmaktadır
-TRAFİĞE KAYDI: 2 defa bulunmaktadır
KAYDI YAPILAN: 2 defa bulunmaktadır
YAPILAN MOTORLU: 2 defa bulunmaktadır
MOTORLU TAŞIT: 2 defa bulunmaktadır
TAŞIT SAYISI: 3 defa bulunmaktadır
SAYISI EYLÜL’DE: 1 defa bulunmaktadır
EYLÜL’DE BİR: 1 defa bulunmaktadır
BİR AYA: 1 defa bulunmaktadır
AYA GÖRE: 1 defa bulunmaktadır
GÖRE YÜZDE: 2 defa bulunmaktadır
YÜZDE 7: 1 defa bulunmaktadır
7 AZALDI-: 1 defa bulunmaktadır
AZALDI- Eylül: 1 defa bulunmaktadır
Eylül ayında: 8 defa bulunmaktadır
ayında bir: 1 defa bulunmaktadır
bir önceki: 1 defa bulunmaktadır
önceki aya: 1 defa bulunmaktadır
aya göre: 1 defa bulunmaktadır
göre trafiğe: 2 defa bulunmaktadır
trafiğe kaydı: 7 defa bulunmaktadır
kaydı yapılan: 6 defa bulunmaktadır
yapılan taşıt: 3 defa bulunmaktadır
taşıt sayısı: 5 defa bulunmaktadır
sayısı yüzde: 2 defa bulunmaktadır
yüzde 7: 1 defa bulunmaktadır
7 azaldı.: 1 defa bulunmaktadır
azaldı. Bu: 2 defa bulunmaktadır
Bu azalış: 2 defa bulunmaktadır
azalış otomobilde: 1 defa bulunmaktadır
otomobilde yüzde: 1 defa bulunmaktadır
yüzde 10.3,: 1 defa bulunmaktadır
10.3, kamyonette: 1 defa bulunmaktadır
kamyonette yüzde: 2 defa bulunmaktadır
yüzde 1.6,: 1 defa bulunmaktadır
1.6, kamyonda: 1 defa bulunmaktadır
kamyonda yüzde: 2 defa bulunmaktadır
yüzde 7.9,: 1 defa bulunmaktadır
7.9, motosiklette: 1 defa bulunmaktadır
motosiklette yüzde: 2 defa bulunmaktadır
yüzde 14: 1 defa bulunmaktadır
14 olarak: 1 defa bulunmaktadır
olarak gerçekleşti.: 2 defa bulunmaktadır
gerçekleşti. Minibüste: 1 defa bulunmaktadır
Minibüste yüzde: 1 defa bulunmaktadır
yüzde 22.2,: 1 defa bulunmaktadır
22.2, otobüste: 1 defa bulunmaktadır
otobüste yüzde: 2 defa bulunmaktadır
yüzde 53.9,: 1 defa bulunmaktadır
53.9, özel: 1 defa bulunmaktadır
özel amaçlı: 5 defa bulunmaktadır
amaçlı taşıtlarda: 2 defa bulunmaktadır
taşıtlarda yüzde: 2 defa bulunmaktadır
yüzde 13.3,: 1 defa bulunmaktadır
13.3, traktörde: 1 defa bulunmaktadır
traktörde yüzde: 2 defa bulunmaktadır
yüzde 15.1: 1 defa bulunmaktadır
15.1 artış: 1 defa bulunmaktadır
artış yaşandı.: 1 defa bulunmaktadır
yaşandı. -TRAFİĞE: 1 defa bulunmaktadır
-TRAFİĞE KAYDI: 2 defa bulunmaktadır
KAYDI YAPILAN: 2 defa bulunmaktadır
YAPILAN MOTORLU: 2 defa bulunmaktadır
MOTORLU TAŞIT: 2 defa bulunmaktadır
TAŞIT SAYISI: 3 defa bulunmaktadır
SAYISI GEÇEN: 1 defa bulunmaktadır
GEÇEN YILIN: 1 defa bulunmaktadır
YILIN AYNI: 1 defa bulunmaktadır
AYNI AYINA: 1 defa bulunmaktadır
AYINA GÖRE: 1 defa bulunmaktadır
GÖRE YÜZDE: 2 defa bulunmaktadır
YÜZDE 5.4: 1 defa bulunmaktadır
5.4 AZALDI-: 1 defa bulunmaktadır
AZALDI- 2012: 1 defa bulunmaktadır
2012 yılı: 3 defa bulunmaktadır
yılı Eylül: 3 defa bulunmaktadır
Eylül ayında: 8 defa bulunmaktadır
ayında geçen: 2 defa bulunmaktadır
geçen yılın: 2 defa bulunmaktadır
yılın aynı: 2 defa bulunmaktadır
aynı ayına: 1 defa bulunmaktadır
ayına göre: 1 defa bulunmaktadır
göre trafiğe: 2 defa bulunmaktadır
trafiğe kaydı: 7 defa bulunmaktadır
kaydı yapılan: 6 defa bulunmaktadır
yapılan taşıt: 3 defa bulunmaktadır
taşıt sayısı: 5 defa bulunmaktadır
sayısı yüzde: 2 defa bulunmaktadır
yüzde 5.4: 2 defa bulunmaktadır
5.4 azaldı.: 1 defa bulunmaktadır
azaldı. Bu: 2 defa bulunmaktadır
Bu azalış: 2 defa bulunmaktadır
azalış kamyonette: 1 defa bulunmaktadır
kamyonette yüzde: 2 defa bulunmaktadır
yüzde 9.5,: 1 defa bulunmaktadır
9.5, kamyonda: 1 defa bulunmaktadır
kamyonda yüzde: 2 defa bulunmaktadır
yüzde 23,: 1 defa bulunmaktadır
23, motosiklette: 1 defa bulunmaktadır
motosiklette yüzde: 2 defa bulunmaktadır
yüzde 21.4,: 1 defa bulunmaktadır
21.4, traktörde: 1 defa bulunmaktadır
traktörde yüzde: 2 defa bulunmaktadır
yüzde 13.5: 1 defa bulunmaktadır
13.5 olarak: 1 defa bulunmaktadır
olarak gerçekleşti.: 2 defa bulunmaktadır
gerçekleşti. Otomobilde: 1 defa bulunmaktadır
Otomobilde yüzde: 1 defa bulunmaktadır
yüzde 5.1,: 1 defa bulunmaktadır
5.1, minibüste: 1 defa bulunmaktadır
minibüste yüzde: 1 defa bulunmaktadır
yüzde 35.3,: 1 defa bulunmaktadır
35.3, otobüste: 1 defa bulunmaktadır
otobüste yüzde: 2 defa bulunmaktadır
yüzde 32.4,: 1 defa bulunmaktadır
32.4, özel: 1 defa bulunmaktadır
özel amaçlı: 5 defa bulunmaktadır
amaçlı taşıtlarda: 2 defa bulunmaktadır
taşıtlarda yüzde: 2 defa bulunmaktadır
yüzde 78.9: 1 defa bulunmaktadır
78.9 artış: 1 defa bulunmaktadır
artış oldu.: 1 defa bulunmaktadır
oldu. -OCAK-EYLÜL: 1 defa bulunmaktadır
-OCAK-EYLÜL DÖNEMİNDE: 1 defa bulunmaktadır
DÖNEMİNDE TRAFİKTEKİ: 1 defa bulunmaktadır
TRAFİKTEKİ TOPLAM: 1 defa bulunmaktadır
TOPLAM TAŞIT: 1 defa bulunmaktadır
TAŞIT SAYISI: 3 defa bulunmaktadır
SAYISI 736: 1 defa bulunmaktadır
736 BİN: 1 defa bulunmaktadır
BİN 220: 1 defa bulunmaktadır
220 ADET: 1 defa bulunmaktadır
ADET ARTTI-: 1 defa bulunmaktadır
ARTTI- 2012: 1 defa bulunmaktadır
2012 Ocak-Eylül: 1 defa bulunmaktadır
Ocak-Eylül döneminde: 2 defa bulunmaktadır
döneminde 818: 2 defa bulunmaktadır
818 bin: 2 defa bulunmaktadır
bin 804: 2 defa bulunmaktadır
804 adet: 2 defa bulunmaktadır
adet taşıtın: 5 defa bulunmaktadır
taşıtın trafiğe: 2 defa bulunmaktadır
trafiğe kaydı: 7 defa bulunmaktadır
kaydı yapıldı,: 2 defa bulunmaktadır
yapıldı, 82: 2 defa bulunmaktadır
82 bin: 2 defa bulunmaktadır
bin 584: 2 defa bulunmaktadır
584 adet: 2 defa bulunmaktadır
adet taşıtın: 5 defa bulunmaktadır
taşıtın ise: 2 defa bulunmaktadır
ise trafikten: 2 defa bulunmaktadır
trafikten kaydı: 2 defa bulunmaktadır
kaydı silindi.: 2 defa bulunmaktadır
silindi. Böylece: 2 defa bulunmaktadır
Böylece trafikteki: 2 defa bulunmaktadır
trafikteki toplam: 2 defa bulunmaktadır
toplam taşıt: 2 defa bulunmaktadır
taşıt sayısı: 5 defa bulunmaktadır
sayısı 736: 2 defa bulunmaktadır
736 bin: 2 defa bulunmaktadır
bin 220: 2 defa bulunmaktadır
220 adet: 2 defa bulunmaktadır
adet arttı.: 2 defa bulunmaktadır
arttı. Eylül: 1 defa bulunmaktadır
Eylül ayı: 3 defa bulunmaktadır
ayı sonu: 2 defa bulunmaktadır
sonu itibariyle: 2 defa bulunmaktadır
itibariyle trafiğe: 2 defa bulunmaktadır
trafiğe kayıtlı: 2 defa bulunmaktadır
kayıtlı toplam: 1 defa bulunmaktadır
toplam 16: 1 defa bulunmaktadır
16 milyon: 1 defa bulunmaktadır
milyon 825: 1 defa bulunmaktadır
825 bin: 1 defa bulunmaktadır
bin 748: 1 defa bulunmaktadır
748 adet: 1 defa bulunmaktadır
adet taşıtın: 5 defa bulunmaktadır
taşıtın yüzde: 1 defa bulunmaktadır
yüzde 50.6’sını: 1 defa bulunmaktadır
50.6’sını otomobil,: 1 defa bulunmaktadır
otomobil, yüzde: 2 defa bulunmaktadır
yüzde 16.4’ünü: 1 defa bulunmaktadır
16.4’ünü kamyonet,: 1 defa bulunmaktadır
kamyonet, yüzde: 3 defa bulunmaktadır
yüzde 15.7’sini: 1 defa bulunmaktadır
15.7’sini motosiklet,: 1 defa bulunmaktadır
motosiklet, yüzde: 3 defa bulunmaktadır
yüzde 8.9’unu: 1 defa bulunmaktadır
8.9’unu traktör,: 1 defa bulunmaktadır
traktör, yüzde: 1 defa bulunmaktadır
yüzde 4.5’ini: 1 defa bulunmaktadır
4.5’ini kamyon,: 1 defa bulunmaktadır
kamyon, yüzde: 1 defa bulunmaktadır
yüzde 2.3’ünü: 1 defa bulunmaktadır
2.3’ünü minibüs,: 1 defa bulunmaktadır
minibüs, yüzde: 1 defa bulunmaktadır
yüzde 1.4’ünü: 1 defa bulunmaktadır
1.4’ünü otobüs,: 1 defa bulunmaktadır
otobüs, yüzde: 1 defa bulunmaktadır
yüzde 0.2’sini: 1 defa bulunmaktadır
0.2’sini ise: 1 defa bulunmaktadır
ise özel: 1 defa bulunmaktadır
özel amaçlı: 5 defa bulunmaktadır
amaçlı taşıtlar: 3 defa bulunmaktadır
taşıtlar oluşturdu.: 3 defa bulunmaktadır
oluşturdu. -EYLÜL: 2 defa bulunmaktadır
-EYLÜL AYINDA: 1 defa bulunmaktadır
AYINDA 391: 1 defa bulunmaktadır
391 BİN: 1 defa bulunmaktadır
BİN 879: 1 defa bulunmaktadır
879 ADET: 1 defa bulunmaktadır
ADET TAŞITIN: 1 defa bulunmaktadır
TAŞITIN DEVRİ: 1 defa bulunmaktadır
DEVRİ YAPILDI-: 1 defa bulunmaktadır
YAPILDI- 2012: 1 defa bulunmaktadır
2012 yılı: 3 defa bulunmaktadır
yılı Eylül: 3 defa bulunmaktadır
Eylül ayında: 8 defa bulunmaktadır
ayında devri: 2 defa bulunmaktadır
devri yapılan: 2 defa bulunmaktadır
yapılan toplam: 2 defa bulunmaktadır
toplam 391: 1 defa bulunmaktadır
391 bin: 1 defa bulunmaktadır
bin 879: 1 defa bulunmaktadır
879 taşıt: 1 defa bulunmaktadır
taşıt içinde: 2 defa bulunmaktadır
içinde otomobil: 1 defa bulunmaktadır
otomobil yüzde: 1 defa bulunmaktadır
yüzde 66.6: 1 defa bulunmaktadır
66.6 pay: 1 defa bulunmaktadır
pay ve: 10 defa bulunmaktadır
ve 260: 1 defa bulunmaktadır
260 bin: 1 defa bulunmaktadır
bin 801: 1 defa bulunmaktadır
801 adet: 1 defa bulunmaktadır
adet ile: 8 defa bulunmaktadır
ile ilk: 2 defa bulunmaktadır
ilk sırada: 2 defa bulunmaktadır
sırada yer: 2 defa bulunmaktadır
yer aldı.: 2 defa bulunmaktadır
aldı. Otomobili: 2 defa bulunmaktadır
Otomobili yüzde: 2 defa bulunmaktadır
yüzde 16.1: 1 defa bulunmaktadır
16.1 pay: 1 defa bulunmaktadır
pay ve: 10 defa bulunmaktadır
ve 63: 1 defa bulunmaktadır
63 bin: 1 defa bulunmaktadır
bin 112: 1 defa bulunmaktadır
112 adet: 1 defa bulunmaktadır
adet ile: 8 defa bulunmaktadır
ile kamyonet,: 2 defa bulunmaktadır
kamyonet, yüzde: 3 defa bulunmaktadır
yüzde 5.9: 1 defa bulunmaktadır
5.9 pay: 1 defa bulunmaktadır
pay ve: 10 defa bulunmaktadır
ve 22: 1 defa bulunmaktadır
22 bin: 1 defa bulunmaktadır
bin 979: 1 defa bulunmaktadır
979 adet: 1 defa bulunmaktadır
adet ile: 8 defa bulunmaktadır
ile motosiklet,: 2 defa bulunmaktadır
motosiklet, yüzde: 3 defa bulunmaktadır
yüzde 3.4: 1 defa bulunmaktadır
3.4 pay: 1 defa bulunmaktadır
pay ve: 10 defa bulunmaktadır
ve 13: 1 defa bulunmaktadır
13 bin: 1 defa bulunmaktadır
bin 207: 1 defa bulunmaktadır
207 adet: 1 defa bulunmaktadır
adet ile: 8 defa bulunmaktadır
ile traktör: 2 defa bulunmaktadır
traktör takip: 2 defa bulunmaktadır
takip etti.: 2 defa bulunmaktadır
etti. Eylül: 2 defa bulunmaktadır
Eylül ayında: 8 defa bulunmaktadır
ayında devri: 2 defa bulunmaktadır
devri yapılan: 2 defa bulunmaktadır
yapılan taşıtların: 2 defa bulunmaktadır
taşıtların yüzde: 2 defa bulunmaktadır
yüzde 8.1: 1 defa bulunmaktadır
8.1 pay: 1 defa bulunmaktadır
pay ve: 10 defa bulunmaktadır
ve 31: 1 defa bulunmaktadır
31 bin: 1 defa bulunmaktadır
bin 780: 1 defa bulunmaktadır
780 adedini: 1 defa bulunmaktadır
adedini ise: 2 defa bulunmaktadır
ise minibüs,: 2 defa bulunmaktadır
minibüs, otobüs,: 2 defa bulunmaktadır
otobüs, kamyon: 2 defa bulunmaktadır
kamyon ve: 2 defa bulunmaktadır
ve özel: 2 defa bulunmaktadır
özel amaçlı: 5 defa bulunmaktadır
amaçlı taşıtlar: 3 defa bulunmaktadır
taşıtlar oluşturdu.: 3 defa bulunmaktadır
oluşturdu. -EYLÜL: 2 defa bulunmaktadır
-EYLÜL İTİBARİYLE: 1 defa bulunmaktadır
İTİBARİYLE TRAFİĞE: 1 defa bulunmaktadır
TRAFİĞE KAYITLI: 1 defa bulunmaktadır
KAYITLI OTOMOBİLLERİN: 1 defa bulunmaktadır
OTOMOBİLLERİN YÜZDE: 1 defa bulunmaktadır
YÜZDE 41’İ: 1 defa bulunmaktadır
41’İ LPG: 1 defa bulunmaktadır
LPG YAKIT: 1 defa bulunmaktadır
YAKIT KULLANIYOR-: 1 defa bulunmaktadır
KULLANIYOR- 2012: 1 defa bulunmaktadır
2012 yılı: 3 defa bulunmaktadır
yılı Eylül: 3 defa bulunmaktadır
Eylül ayı: 3 defa bulunmaktadır
ayı sonu: 2 defa bulunmaktadır
sonu itibariyle: 2 defa bulunmaktadır
itibariyle trafiğe: 2 defa bulunmaktadır
trafiğe kayıtlı: 2 defa bulunmaktadır
kayıtlı 8: 1 defa bulunmaktadır
8 milyon: 1 defa bulunmaktadır
milyon 515: 1 defa bulunmaktadır
515 bin: 1 defa bulunmaktadır
bin 776: 1 defa bulunmaktadır
776 adet: 1 defa bulunmaktadır
adet otomobilin: 2 defa bulunmaktadır
otomobilin yüzde: 2 defa bulunmaktadır
yüzde 41’i: 1 defa bulunmaktadır
41’i LPG,: 1 defa bulunmaktadır
LPG, yüzde: 1 defa bulunmaktadır
yüzde 34.7’si: 1 defa bulunmaktadır
34.7’si benzin,: 1 defa bulunmaktadır
benzin, yüzde: 1 defa bulunmaktadır
yüzde 23.7’si: 1 defa bulunmaktadır
23.7’si dizel: 1 defa bulunmaktadır
dizel yakıt: 1 defa bulunmaktadır
yakıt kullandığı: 1 defa bulunmaktadır
kullandığı belirlendi.: 1 defa bulunmaktadır
belirlendi. Yakıt: 1 defa bulunmaktadır
Yakıt türü: 1 defa bulunmaktadır
türü bilinmeyen: 1 defa bulunmaktadır
bilinmeyen otomobillerin: 1 defa bulunmaktadır
otomobillerin oranı: 1 defa bulunmaktadır
oranı ise: 1 defa bulunmaktadır
ise yüzde: 1 defa bulunmaktadır
yüzde 0.6: 1 defa bulunmaktadır
0.6 oldu.: 1 defa bulunmaktadır
oldu. Eylül: 1 defa bulunmaktadır
Eylül ayında: 8 defa bulunmaktadır
ayında trafiğe: 3 defa bulunmaktadır
trafiğe kaydı: 7 defa bulunmaktadır
kaydı yapılan: 6 defa bulunmaktadır
yapılan otomobillerin: 1 defa bulunmaktadır
otomobillerin markalara: 1 defa bulunmaktadır
markalara göre: 1 defa bulunmaktadır
göre dağılımına: 1 defa bulunmaktadır
dağılımına bakıldığında;: 1 defa bulunmaktadır
bakıldığında; 40: 1 defa bulunmaktadır
40 bin: 2 defa bulunmaktadır
bin 499: 2 defa bulunmaktadır
499 adet: 2 defa bulunmaktadır
adet otomobilin: 2 defa bulunmaktadır
otomobilin yüzde: 2 defa bulunmaktadır
yüzde 11.8’ini: 1 defa bulunmaktadır
11.8’ini Renault,: 1 defa bulunmaktadır
Renault, yüzde: 1 defa bulunmaktadır
yüzde 9.3’ünü: 1 defa bulunmaktadır
9.3’ünü Ford,: 1 defa bulunmaktadır
Ford, yüzde: 1 defa bulunmaktadır
yüzde 9’unu: 1 defa bulunmaktadır
9’unu Hyundai,: 1 defa bulunmaktadır
Hyundai, yüzde: 1 defa bulunmaktadır
yüzde 8.6’sını: 1 defa bulunmaktadır
8.6’sını Volkswagen,: 1 defa bulunmaktadır
Volkswagen, yüzde: 1 defa bulunmaktadır
yüzde 7.7’sini: 1 defa bulunmaktadır
7.7’sini Tofaş-Fiat,: 1 defa bulunmaktadır
Tofaş-Fiat, yüzde: 1 defa bulunmaktadır
yüzde 7.3’ünü: 1 defa bulunmaktadır
7.3’ünü Toyota,: 1 defa bulunmaktadır
Toyota, yüzde: 1 defa bulunmaktadır
yüzde 6.5’ini: 1 defa bulunmaktadır
6.5’ini Opel,: 1 defa bulunmaktadır
Opel, yüzde: 1 defa bulunmaktadır
yüzde 5.5’ini: 1 defa bulunmaktadır
5.5’ini Dacia,: 1 defa bulunmaktadır
Dacia, yüzde: 1 defa bulunmaktadır
yüzde 3.8’ini: 1 defa bulunmaktadır
3.8’ini Nissan,: 1 defa bulunmaktadır
Nissan, yüzde: 1 defa bulunmaktadır
yüzde 3.2’sini: 1 defa bulunmaktadır
3.2’sini Mercedes-Benz,: 1 defa bulunmaktadır
Mercedes-Benz, yüzde: 1 defa bulunmaktadır
yüzde 27.4’ünü: 1 defa bulunmaktadır
27.4’ünü ise: 1 defa bulunmaktadır
ise diğer: 1 defa bulunmaktadır
diğer markalar: 1 defa bulunmaktadır
markalar oluşturdu.: 1 defa bulunmaktadır
oluşturdu. ANKA: 1 defa bulunmaktadır
ANKA  : 1 defa bulunmaktadır
